n,selectsort,mergesort,quicksort
8920,24484446,411016,1429885
8921,26376705,596004,1601030
8922,25060432,423656,1473635
8923,24437012,408703,1653176
8924,24325121,412289,1427711
8925,26451907,460846,1608657
8926,24133961,460218,1599980
8927,26498629,422194,1471977
8928,24257067,424497,1539409
8929,24720763,411360,1483774
8930,24701275,548001,1470969
8931,24595611,458951,1657761
8932,25860623,423750,1486348
8933,25105336,502792,1723677
8934,25065185,495108,1442918
8935,24561847,501915,1566474
8936,24119344,571697,1647617
8937,24309014,737488,1580100
8938,26227838,421728,1495494
8939,33765067,435736,1659317
8940,25097963,412954,1630991
8941,24357396,426474,1492456
8942,23758025,410714,1617607
8943,24199023,412994,1429070
8944,25961323,460302,1607031
8945,24198241,417957,1573583
8946,26216899,498802,1654991
8947,24575691,494378,1735794
8948,25922451,410555,1432278
8949,25256291,512598,1758735
8950,25260770,434275,1433336
8951,24908364,457040,1557977
8952,24183830,410889,1522202
8953,23805519,410059,1552359
8954,24759439,411849,1486712
8955,25246672,613974,1644507
8956,24918136,464158,1471306
8957,24015888,425840,1507723
8958,24124118,436591,1470590
8959,23922657,423974,1474810
8960,23836263,516143,1433135
8961,24797578,472222,2175761
8962,24109842,425631,1600258
8963,25173277,431770,1551999
8964,24401819,426470,1479639
8965,23903917,411311,1607014
8966,24306448,413818,1435072
8967,24344765,423494,1509628
8968,24878282,436701,1478970
8969,25414377,476247,1437582
8970,24731709,491500,1722263
8971,24295918,445985,1439746
8972,28894409,672180,2045880
8973,26482098,414896,1846428
8974,24345566,415830,1802822
8975,25085025,465462,1641117
8976,25762186,412904,1466215
8977,24309596,414817,1520964
8978,26439264,424329,1495088
8979,25479682,414896,1543258
8980,27110883,479214,1767524
8981,24389911,544463,1438935
8982,24565941,447632,1517466
8983,24532235,414945,1469946
8984,25328612,435032,1626844
8985,25240066,415974,1499976
8986,25451747,414102,1801257
8987,23995374,416323,1779907
8988,24669107,425490,1496369
8989,26013672,457703,1969456
8990,25165284,442815,1530642
8991,25126304,497431,1680363
8992,24777785,440781,1564752
8993,25594297,517375,1749330
8994,26181310,417596,1443332
8995,26096885,428323,1509254
8996,24269843,451265,1567076
8997,25714821,480799,1504523
8998,25063907,453178,1609822
8999,24544150,419438,1543204
9000,26193534,430620,1498605
9001,24570540,457578,1752741
9002,24296648,429038,1498824
9003,24368685,473197,1443447
9004,25772227,416128,1586379
9005,24860916,415113,1440086
9006,25671030,589269,1494852
9007,25072365,428553,1500060
9008,24675509,417375,1549257
9009,24593917,452500,1587336
9010,25203004,475314,1488132
9011,25692972,430040,1486461
9012,24944592,415463,1820306
9013,25216013,430025,1488690
9014,25560714,435846,1523063
9015,24600911,416318,1443995
9016,24736027,423712,1492142
9017,24693441,473307,1514458
9018,24661812,435727,1486095
9019,25128481,452522,1682463
9020,25992726,431016,1506740
9021,26114527,460778,1444811
9022,25593263,466178,1812396
9023,25233057,429928,1509260
9024,28631118,547337,1634082
9025,25958238,418215,1921341
9026,24440811,482383,1713882
9027,24874251,467953,1692025
9028,27202934,433818,1611494
9029,26378446,418601,1503338
9030,25470703,430943,1572071
9031,24534076,418352,1449615
9032,24993706,419459,1763366
9033,25278905,421555,1647412
9034,25550201,488419,1515093
9035,25185977,476796,1463473
9036,24271477,455868,1608134
9037,24911616,418271,1488388
9038,24465176,420683,1446818
9039,25305272,429540,1564589
9040,26195988,443568,1773572
9041,25107862,443819,1547048
9042,25821504,507256,1488195
9043,24050445,622179,1463597
9044,24954812,483603,1698347
9045,26155559,445579,1488081
9046,25629871,444312,1531515
9047,24736968,543417,1559766
9048,24745859,419852,1672231
9049,25043051,456518,1598635
9050,24816746,452542,1654269
9051,26414631,460991,2195216
9052,25581756,439919,1502483
9053,25059067,423152,1677880
9054,24526302,430621,1489550
9055,25762674,746360,2203974
9056,26772933,472651,1634054
9057,25846040,421205,1541885
9058,26661604,433840,1491761
9059,25190077,420062,1495520
9060,24088313,421310,1452994
9061,25809991,421702,1543166
9062,25389794,501589,1579975
9063,26238525,431646,1514434
9064,25221327,423554,1679190
9065,24832509,434191,1493575
9066,25199183,420480,1450071
9067,25680731,431519,1550234
9068,26228168,494403,1661926
9069,25075777,440961,1478403
9070,24297203,420685,1704594
9071,25374984,431935,1491169
9072,25083420,454170,1614350
9073,24609996,438429,1511866
9074,24934081,433993,1509582
9075,30448686,563810,1683248
9076,26420877,434978,1506161
9077,26745719,597004,1585042
9078,24864195,448480,1513352
9079,25379818,436478,1515571
9080,25694174,432032,1501838
9081,24768612,435602,1496722
9082,25097784,434298,1537580
9083,25501322,433130,1504613
9084,26412302,472700,1721386
9085,26393963,462337,1627436
9086,25316508,490112,1682424
9087,25302822,424796,1453026
9088,24753441,422945,1625501
9089,26703909,489505,1737583
9090,25559411,433911,1493316
9091,26005474,581476,1742106
9092,25727040,474794,1670001
9093,26850943,469514,1524616
9094,26806121,461204,1680902
9095,25387005,435661,1497116
9096,25340558,520262,1762277
9097,25087948,423783,1489186
9098,24420184,422894,1459029
9099,25926708,447968,1563951
9100,25264065,601340,1606609
9101,25473242,435498,1498485
9102,25611164,463625,1619603
9103,25021407,425208,1610353
9104,25207209,478319,1781864
9105,25741006,436755,1549175
9106,25752044,471783,1517379
9107,26350184,508850,1511338
9108,26502052,443674,1502980
9109,24699111,439067,1536507
9110,24942710,426087,1549099
9111,26057080,435420,1563136
9112,25379187,542811,1861854
9113,26016937,615641,1836126
9114,25296261,491220,1705757
9115,24332094,506160,1599322
9116,25676388,435890,1563207
9117,25477664,481634,1591963
9118,26556354,527228,1635238
9119,25863171,476340,1543680
9120,25947646,438517,1499327
9121,25124281,476418,1640262
9122,27254933,445413,1505492
9123,25464755,445361,1628350
9124,25478691,458846,1609139
9125,25484608,427568,1568381
9126,26390130,488526,1599723
9127,25316814,622686,1624436
9128,25408029,466048,1678000
9129,28622203,497976,1627956
9130,24964913,427159,1553078
9131,25021515,429984,1463111
9132,25628296,486130,1693605
9133,27043062,439569,1501337
9134,25966316,436853,1602482
9135,25853119,628412,1520017
9136,24883040,464565,1616295
9137,24863803,428065,1460899
9138,26051240,460028,1508569
9139,26284618,437233,1501087
9140,26160210,428746,1575380
9141,25288911,439005,1532866
9142,25379844,425723,1888497
9143,27055359,427044,1653917
9144,25176926,437868,1502968
9145,27311225,596741,1747752
9146,25530814,425730,1616185
9147,25000345,437698,1507531
9148,25076891,429015,1462768
9149,27627829,513307,1835173
9150,26158358,478496,1817366
9151,26244410,456263,1528929
9152,25760314,437859,1502210
9153,26138053,494127,1834172
9154,26069320,457636,1535563
9155,25845537,460450,1613025
9156,26422492,438672,1534294
9157,26292734,455877,1528136
9158,25619934,443298,1719672
9159,25184474,464930,1505779
9160,26289961,461879,1575776
9161,25152823,639383,1464893
9162,26581461,457505,1546716
9163,26043254,440265,1516494
9164,26072881,430559,1662746
9165,26486727,466201,1560796
9166,26244439,433939,1593583
9167,26258293,448113,1506851
9168,25634027,504041,1513580
9169,25180223,434051,1466870
9170,28581383,442867,1518377
9171,25615468,508592,1752022
9172,26292070,427394,1622720
9173,25909012,603987,1546637
9174,25521796,443578,1547985
9175,25452327,431591,1644445
9176,27521919,441639,1551890
9177,27683106,642897,2316993
9178,25979098,588945,1834964
9179,26207170,495177,1468835
9180,25664235,429470,1468002
9181,26675007,455573,1561596
9182,26284291,478888,1805543
9183,25966400,446972,1509217
9184,25786038,464271,1559302
9185,25843275,466552,1550724
9186,26112217,492111,1560494
9187,25326092,661074,1695032
9188,25747543,590055,2087801
9189,24590461,444670,1524274
9190,25772373,454412,1512367
9191,25682809,709899,1679957
9192,27180931,513169,1836806
9193,26475359,444191,1596283
9194,26341292,493106,1609749
9195,25686452,618221,2015429
9196,25037727,471372,1700079
9197,26782786,485376,1675255
9198,25792132,430837,1477518
9199,26452879,521855,1473157
9200,25697016,499484,1752914
9201,25796147,452446,1629504
9202,25201503,444298,1507254
9203,27399308,445702,1544730
9204,26257628,476434,1611170
9205,25799816,464633,1603675
9206,26272520,479190,1571201
9207,26236748,430593,1470442
9208,26263848,433264,1591802
9209,26400717,500800,1842082
9210,26188111,445202,1517184
9211,26796316,483285,1475990
9212,26130321,482552,1719436
9213,26338309,444947,1514619
9214,27633282,434054,1652546
9215,26766991,528515,1741316
9216,27961854,521921,1647274
9217,25959763,468948,1609333
9218,25108538,431771,1981598
9219,28391727,511290,1778261
9220,26531456,445292,1572766
9221,25678909,445799,1517712
9222,25419697,487372,1597258
9223,26450229,470278,1621428
9224,26880268,471056,1626642
9225,27537301,454315,1538848
9226,26088234,470309,1597628
9227,30864131,607139,1683700
9228,26218952,487371,1554150
9229,25745454,716459,1617841
9230,26385252,495221,1699951
9231,26274306,444833,1518110
9232,26534821,473023,1655537
9233,28105019,519889,1760710
9234,28810881,742527,1679798
9235,26936705,446807,1530663
9236,27546887,537754,1786024
9237,26271149,504538,1881539
9238,25691484,660362,1607060
9239,26531770,526175,1580418
9240,26728044,434568,1538759
9241,26428828,455762,1523497
9242,26772343,490538,1565791
9243,26579904,436051,1882246
9244,26564586,611445,1581480
9245,27776852,474207,1551192
9246,26435244,454794,1649672
9247,25791732,435440,1481074
9248,25857572,436708,1478578
9249,25277692,436047,1622935
9250,26753937,457534,1522496
9251,25712516,451406,1521976
9252,26130720,434968,1641187
9253,25663756,435721,1731170
9254,26017583,541230,1481697
9255,26431088,435916,1688806
9256,26188250,449515,1567850
9257,26236000,586775,1598381
9258,26621635,520238,1772535
9259,26501034,473362,1586557
9260,27229314,439684,1592056
9261,26186743,533159,1481748
9262,25624449,448430,1553412
9263,27231865,437776,1889443
9264,27532255,485869,1626333
9265,25963482,491914,1486899
9266,26482989,439470,1481683
9267,26038115,453025,1680347
9268,26882778,539650,1920053
9269,25154517,539752,1593252
9270,26442386,591047,1650065
9271,29146308,436985,1483761
9272,26724187,448702,1546408
9273,28283342,439033,1528184
9274,25813882,452147,1618992
9275,26596720,449337,1831789
9276,27080155,522772,1738990
9277,36335276,464038,1669445
9278,26700912,438146,1878846
9279,27953941,449763,1546791
9280,25565834,493920,1612161
9281,26098223,467338,1590039
9282,26991124,495866,1631737
9283,26264528,491128,1598253
9284,27852152,510124,1594673
9285,25857214,453472,1560791
9286,25876178,438433,1523667
9287,28144075,451559,1558337
9288,25764342,451961,1574987
9289,25731089,450733,1532701
9290,26061469,439794,1485542
9291,26570345,455517,1527919
9292,27802815,597491,1739084
9293,28692309,524067,1771111
9294,26884741,493022,1670716
9295,26258287,560630,1575758
9296,25916704,499274,1764310
9297,26732735,451312,1609714
9298,27706145,441644,1715702
9299,27121913,509666,1598013
9300,25984427,586122,1595112
9301,25871593,608120,1490998
9302,27420851,452162,1571824
9303,26780367,440942,1492362
9304,26554308,453208,1531783
9305,26024822,491116,1592138
9306,25683689,441605,1617479
9307,27212992,439914,1543330
9308,26318442,452912,1533658
9309,26649269,484191,1569407
9310,25189226,440903,1615863
9311,26131827,442443,1491477
9312,30214433,525466,1546349
9313,26752855,468098,1622520
9314,28010679,466496,1583566
9315,27385856,454568,1579107
9316,26932965,442816,2037981
9317,26100307,453821,1536751
9318,28149790,483212,1549490
9319,26361699,481047,1672806
9320,29176440,513383,1795999
9321,26743528,455445,1538698
9322,29189987,494638,1642515
9323,27325225,455257,1979234
9324,28572878,602361,1814893
9325,30527464,477654,1733695
9326,32140054,443444,1675328
9327,27852858,559097,1856246
9328,26847394,457184,1693762
9329,27192323,444672,1733358
9330,26090626,461000,1576507
9331,27761728,455394,1539089
9332,25835476,540627,1746114
9333,27741652,454307,1598325
9334,26486827,472427,1570216
9335,26622589,457561,1897145
9336,28098168,496328,1588554
9337,26595716,457129,1537966
9338,28016857,657408,2090348
9339,26758378,458967,1590812
9340,28438241,445095,1909926
9341,26539795,483430,1740650
9342,27758419,457117,1569405
9343,27834582,457217,1538062
9344,26618487,457673,1666323
9345,26287015,457140,1536319
9346,27719918,472455,1584410
9347,26734040,507704,1677500
9348,30016347,498682,1599490
9349,26690058,457232,1556097
9350,26376753,457398,1883702
9351,26536016,461961,1579968
9352,27647099,458367,1627789
9353,27723734,674568,1504117
9354,28303768,567138,1715831
9355,43194125,705820,2055828
9356,37304720,622583,1872668
9357,34769762,544729,1639681
9358,27774752,495658,1959849
9359,27862735,458633,1543019
9360,27530341,642230,1754126
9361,27403187,518369,1818178
9362,28970566,520447,1745603
9363,31598199,503250,1753706
9364,27157019,505247,1806859
9365,26710565,564863,1636225
9366,28528252,527490,1604289
9367,26229184,446973,1705617
9368,28540263,520309,1767706
9369,27135001,459021,1572721
9370,26721270,485975,1632455
9371,26665089,500593,1975085
9372,28423306,489834,1929165
9373,28155837,508159,1716755
9374,27351977,527330,1702193
9375,26373694,447087,1499853
9376,26571183,563955,1502124
9377,26988587,544289,1681995
9378,27771290,681951,1569101
9379,27019651,503308,1638233
9380,26458047,446808,1642574
9381,27820353,642369,1580963
9382,27964981,446902,1507541
9383,28522835,449601,1748079
9384,27527746,490162,1545098
9385,27120637,459583,1546160
9386,27878577,671402,1502002
9387,26213403,448434,1512820
9388,28703853,478331,1689611
9389,27234120,460463,1788343
9390,27821668,492791,1669748
9391,27295148,459678,1553460
9392,26269596,503466,1759714
9393,27015637,459374,1555290
9394,27657196,460476,1551648
9395,27002566,688863,1879966
9396,28529053,460673,1770131
9397,27526383,493481,1557627
9398,28904275,460854,1549203
9399,29523003,453536,2114340
9400,28801978,475752,1580724
9401,26929122,461139,1545442
9402,26673512,476284,1551702
9403,29026072,488289,1607833
9404,27823945,462128,1567868
9405,28056588,464610,1547647
9406,27219538,463713,1579309
9407,26850651,465964,1513411
9408,28441281,544866,1663167
9409,29958322,504762,1635522
9410,26648964,462180,1553408
9411,28786350,473703,1567593
9412,26519423,531972,1505361
9413,27602111,458967,1740565
9414,28625030,488470,1638681
9415,28029939,464742,1557205
9416,28453680,463345,1589914
9417,28585864,513090,1935828
9418,30498196,527900,1606830
9419,28837024,461235,1618764
9420,27078323,462046,1549685
9421,29473283,522108,1799815
9422,29308124,470698,1683161
9423,27288974,524363,1611101
9424,27083378,571681,1620315
9425,29267500,535109,1794061
9426,27916070,623697,2007368
9427,28086215,540613,1899305
9428,27340257,535567,2095871
9429,28094724,487472,1588835
9430,26261642,471348,1551332
9431,28325957,452032,1702343
9432,27159628,540673,1829410
9433,27558584,492442,1585099
9434,26555815,452782,1563430
9435,27202895,451128,1510442
9436,28055064,469507,1575756
9437,27407294,464666,1558635
9438,26571846,463225,1609507
9439,26843384,467717,1632231
9440,26668158,450440,1700811
9441,28541993,554817,1789068
9442,26991511,490766,1700545
9443,27245710,479875,1590338
9444,27537552,464776,1617845
9445,27604994,527737,1749368
9446,27145045,513007,1655304
9447,27170868,466161,1557409
9448,28211194,506422,1542657
9449,27349263,607738,1710567
9450,27081301,463217,1617059
9451,27440283,466202,1541588
9452,27212230,464143,1529732
9453,28323011,463909,1583841
9454,29494312,464020,1578941
9455,28143084,464567,1556034
9456,27250165,451493,1511103
9457,26776094,455309,1514994
9458,28086542,513179,1592040
9459,30046705,464135,1586789
9460,27596672,562928,1594237
9461,27622055,452071,1898642
9462,27933459,531605,2133194
9463,26946177,484848,1740066
9464,30513757,463602,1567798
9465,27146830,451220,1513467
9466,27323098,477826,1558070
9467,27712495,573016,1706425
9468,33285925,472397,1685599
9469,28462059,466798,1629169
9470,27964850,451682,1515566
9471,28359192,451586,1515984
9472,27816608,468161,1639067
9473,28799719,452616,1538003
